text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
The truth about Donbas is more complex than media shows. #RussiaUkraine #Russia,the truth about donbas is more complex than media shows #russiaukraine #russia,2023-12-13 04:38:03.541770,2023-12-13,4,2023-12,Wednesday,Turkey,Turkey,"#russiaukraine, #russia",Positive,0.3182,13,49
Historical context of the conflict is important to understand. #UN #Conflict,historical context of the conflict is important to understand #un #conflict,2023-12-13 09:00:59.429714,2023-12-13,9,2023-12,Wednesday,,Other,"#un, #conflict",Negative,-0.4215,17,31
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Israel,praying for peace in gaza too many innocent lives lost #gaza #palestine #israel,2023-12-13 13:23:55.317658,2023-12-13,13,2023-12,Wednesday,Israel,Israel,"#gaza, #palestine, #israel",Positive,0.7269,109,57
International diplomacy efforts ongoing. Summit scheduled for next week. #HumanitarianCrisis,international diplomacy efforts ongoing summit scheduled for next week #humanitariancrisis,2023-12-13 17:46:51.205602,2023-12-13,17,2023-12,Wednesday,Canada,Other,#humanitariancrisis,Neutral,0.0,2,27
The truth about Donbas is more complex than media shows. #RussiaUkraine #Putin,the truth about donbas is more complex than media shows #russiaukraine #putin,2023-12-13 22:09:47.093546,2023-12-13,22,2023-12,Wednesday,Germany,Germany,"#russiaukraine, #putin",Positive,0.3182,30,25
Both Israelis and Palestinians deserve peace and security. #MiddleEast #Hamas,both israelis and palestinians deserve peace and security #middleeast #hamas,2023-12-14 02:32:42.981490,2023-12-14,2,2023-12,Thursday,United Kingdom,UK,"#middleeast, #hamas",Positive,0.7096,186,97
Western media bias against Russia is obvious. Two sides to every story. #RussiaUkraine #Russia,western media bias against russia is obvious two sides to every story #russiaukraine #russia,2023-12-14 06:55:38.869434,2023-12-14,6,2023-12,Thursday,Ukraine,Ukraine,"#russiaukraine, #russia",Negative,-0.1027,3,34
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #NATO #Ukraine,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #nato #ukraine,2023-12-14 11:18:34.757378,2023-12-14,11,2023-12,Thursday,India,India,"#ukraine, #nato, #ukraine",Negative,-0.6249,32,528
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Putin #RussiaUkraine,supporting ukraine but not blindly need peace negotiations now #russia #putin #russiaukraine,2023-12-14 15:41:30.645322,2023-12-14,15,2023-12,Thursday,United States,USA,"#russia, #putin, #russiaukraine",Negative,-0.4263,12,208
Propaganda from both sides. Hard to know the truth about #UkraineWar #Putin #Russia,propaganda from both sides hard to know the truth about #ukrainewar #putin #russia,2023-12-14 20:04:26.533266,2023-12-14,20,2023-12,Thursday,Palestine,Palestine,"#ukrainewar, #putin, #russia",Neutral,-0.0258,9,74
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StandWithUkraine #SlavaUkraini,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #standwithukraine #slavaukraini,2023-12-15 00:27:22.421210,2023-12-15,0,2023-12,Friday,United Kingdom,UK,"#stoprussia, #standwithukraine, #slavaukraini",Negative,-0.7717,120,133
Aid must reach Gaza immediately. People are starving. #GazaAid #GazaUnderAttack #IsraelHamasWar,aid must reach gaza immediately people are starving #gazaaid #gazaunderattack #israelhamaswar,2023-12-15 04:50:18.309154,2023-12-15,4,2023-12,Friday,United States,USA,"#gazaaid, #gazaunderattack, #israelhamaswar",Negative,-0.4019,61,6
Israel's response is disproportionate. Too many civilian casualties. #Gaza #CeasefireNow #Gaza,israels response is disproportionate too many civilian casualties #gaza #ceasefirenow #gaza,2023-12-15 09:13:14.197098,2023-12-15,9,2023-12,Friday,Israel,Israel,"#gaza, #ceasefirenow, #gaza",Neutral,0.0,137,41
Aid must reach Gaza immediately. People are starving. #GazaAid #IsraelHamasWar,aid must reach gaza immediately people are starving #gazaaid #israelhamaswar,2023-12-15 13:36:10.085042,2023-12-15,13,2023-12,Friday,Israel,Israel,"#gazaaid, #israelhamaswar",Negative,-0.4019,19,124
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #SlavaUkraini #UkraineWar,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #slavaukraini #ukrainewar,2023-12-15 17:59:05.972986,2023-12-15,17,2023-12,Friday,,Other,"#ukraine, #slavaukraini, #ukrainewar",Negative,-0.6249,9,68
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Ukraine #StopRussia,russian forces advancing near kharkiv the world watches in horror #ukrainewar #ukraine #stoprussia,2023-12-15 22:22:01.860930,2023-12-15,22,2023-12,Friday,United Kingdom,UK,"#ukrainewar, #ukraine, #stoprussia",Negative,-0.5719,166,112
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #Zelensky #StopRussia,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #zelensky #stoprussia,2023-12-16 02:44:57.748874,2023-12-16,2,2023-12,Saturday,France,France,"#ukraine, #zelensky, #stoprussia",Negative,-0.6249,30,159
Moscow protests against the war — brave Russians standing up. #AntiWar #Putin,moscow protests against the war brave russians standing up #antiwar #putin,2023-12-16 07:07:53.636818,2023-12-16,7,2023-12,Saturday,Italy,Other,"#antiwar, #putin",Negative,-0.34,55,140
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #SlavaUkraini,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #slavaukraini,2023-12-16 11:30:49.524762,2023-12-16,11,2023-12,Saturday,Poland,Poland,"#stoprussia, #slavaukraini",Negative,-0.7717,66,10
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #StopRussia,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #stoprussia,2023-12-16 15:53:45.412706,2023-12-16,15,2023-12,Saturday,Germany,Germany,"#slavaukraini, #stoprussia",Positive,0.7827,155,104
Both Israelis and Palestinians deserve peace and security. #MiddleEast #IsraelHamasWar #Hamas,both israelis and palestinians deserve peace and security #middleeast #israelhamaswar #hamas,2023-12-16 20:16:41.300650,2023-12-16,20,2023-12,Saturday,Russia,Russia,"#middleeast, #israelhamaswar, #hamas",Positive,0.7096,67,10
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Russia #Sanctions,supporting ukraine but not blindly need peace negotiations now #russia #russia #sanctions,2023-12-17 00:39:37.188594,2023-12-17,0,2023-12,Sunday,Germany,Germany,"#russia, #russia, #sanctions",Negative,-0.4263,82,74
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StopRussia #Zelensky,nato should do more to support ukraine stop the war now #nato #ukraine #stoprussia #zelensky,2023-12-17 05:02:33.076538,2023-12-17,5,2023-12,Sunday,Russia,Russia,"#nato, #ukraine, #stoprussia, #zelensky",Negative,-0.5289,19,26
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #IsraelHamasWar #GazaUnderAttack,praying for peace in gaza too many innocent lives lost #gaza #palestine #israelhamaswar #gazaunderattack,2023-12-17 09:25:28.964482,2023-12-17,9,2023-12,Sunday,United Kingdom,UK,"#gaza, #palestine, #israelhamaswar, #gazaunderattack",Positive,0.7269,18,145
Propaganda from both sides. Hard to know the truth about #UkraineWar #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #russiaukraine,2023-12-17 13:48:24.852426,2023-12-17,13,2023-12,Sunday,,Other,"#ukrainewar, #russiaukraine",Neutral,-0.0258,57,69
Israel's response is disproportionate. Too many civilian casualties. #Gaza #CeasefireNow #IsraelHamasWar,israels response is disproportionate too many civilian casualties #gaza #ceasefirenow #israelhamaswar,2023-12-17 18:11:20.740370,2023-12-17,18,2023-12,Sunday,France,France,"#gaza, #ceasefirenow, #israelhamaswar",Neutral,0.0,79,25
Russian propaganda is everywhere online. Stay critical. #InfoWar #Ukraine #Zelensky,russian propaganda is everywhere online stay critical #infowar #ukraine #zelensky,2023-12-17 22:34:16.628314,2023-12-17,22,2023-12,Sunday,Palestine,Palestine,"#infowar, #ukraine, #zelensky",Negative,-0.5106,10,121
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Israel,ceasefire needed now in gaza children are dying #ceasefirenow #israel,2023-12-18 02:57:12.516258,2023-12-18,2,2023-12,Monday,,Other,"#ceasefirenow, #israel",Neutral,0.0,39,58
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #Zelensky,prayers for the people of ukraine this war must end #standwithukraine #ukraine #zelensky,2023-12-18 07:20:08.404202,2023-12-18,7,2023-12,Monday,Canada,Other,"#standwithukraine, #ukraine, #zelensky",Negative,-0.6833,0,99
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #UkraineWar,russian forces advancing near kharkiv the world watches in horror #ukrainewar #ukrainewar,2023-12-18 11:43:04.292146,2023-12-18,11,2023-12,Monday,Turkey,Turkey,"#ukrainewar, #ukrainewar",Negative,-0.5719,43,51
Israel's response is disproportionate. Too many civilian casualties. #Gaza #CeasefireNow #Gaza,israels response is disproportionate too many civilian casualties #gaza #ceasefirenow #gaza,2023-12-18 16:06:00.180090,2023-12-18,16,2023-12,Monday,Netherlands,Other,"#gaza, #ceasefirenow, #gaza",Neutral,0.0,146,56
International community must act to stop the bloodshed. #Palestine #GazaUnderAttack,international community must act to stop the bloodshed #palestine #gazaunderattack,2023-12-18 20:28:56.068034,2023-12-18,20,2023-12,Monday,United States,USA,"#palestine, #gazaunderattack",Negative,-0.296,27,11
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #UkraineWar,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukrainewar,2023-12-19 00:51:51.955977,2023-12-19,0,2023-12,Tuesday,Australia,Australia,"#standwithukraine, #ukraine, #ukrainewar",Negative,-0.6833,37,87
Israel has the right to defend itself against Hamas attacks. #Israel #CeasefireNow #Gaza,israel has the right to defend itself against hamas attacks #israel #ceasefirenow #gaza,2023-12-19 05:14:47.843921,2023-12-19,5,2023-12,Tuesday,Russia,Russia,"#israel, #ceasefirenow, #gaza",Negative,-0.4404,14,44
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine,2023-12-19 09:37:43.731865,2023-12-19,9,2023-12,Tuesday,France,France,"#gaza, #palestine, #palestine",Positive,0.7269,26,58
International community must act to stop the bloodshed. #Palestine #Gaza,international community must act to stop the bloodshed #palestine #gaza,2023-12-19 14:00:39.619809,2023-12-19,14,2023-12,Tuesday,Israel,Israel,"#palestine, #gaza",Negative,-0.296,22,37
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia #Putin,moscow protests against the war brave russians standing up #antiwar #russia #putin,2023-12-19 18:23:35.507753,2023-12-19,18,2023-12,Tuesday,India,India,"#antiwar, #russia, #putin",Negative,-0.34,23,84
Israel's response is disproportionate. Too many civilian casualties. #Gaza #IsraelHamasWar,israels response is disproportionate too many civilian casualties #gaza #israelhamaswar,2023-12-19 22:46:31.395697,2023-12-19,22,2023-12,Tuesday,France,France,"#gaza, #israelhamaswar",Neutral,0.0,57,37
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #RussiaUkraine #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #russiaukraine #putin,2023-12-20 03:09:27.283641,2023-12-20,3,2023-12,Wednesday,Palestine,Palestine,"#russia, #russiaukraine, #putin",Positive,0.5106,30,107
The truth about Donbas is more complex than media shows. #RussiaUkraine #PeaceNotWar #Russia,the truth about donbas is more complex than media shows #russiaukraine #peacenotwar #russia,2023-12-20 07:32:23.171585,2023-12-20,7,2023-12,Wednesday,Ukraine,Ukraine,"#russiaukraine, #peacenotwar, #russia",Positive,0.3182,25,35
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Ukraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukraine,2023-12-20 11:55:19.059529,2023-12-20,11,2023-12,Wednesday,Australia,Australia,"#ukraine, #ukraine",Positive,0.4215,21,205
Propaganda from both sides. Hard to know the truth about #UkraineWar #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #russiaukraine,2023-12-20 16:18:14.947473,2023-12-20,16,2023-12,Wednesday,Turkey,Turkey,"#ukrainewar, #russiaukraine",Neutral,-0.0258,126,123
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #NATO,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #nato,2023-12-20 20:41:10.835417,2023-12-20,20,2023-12,Wednesday,Australia,Australia,"#slavaukraini, #nato",Positive,0.7827,12,8
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Russia #RussiaUkraine,russian people are not responsible for putins decisions #peacenotwar #russia #russiaukraine,2023-12-21 01:04:06.723361,2023-12-21,1,2023-12,Thursday,Russia,Russia,"#peacenotwar, #russia, #russiaukraine",Negative,-0.2411,84,23
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Ukraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukraine,2023-12-21 05:27:02.611305,2023-12-21,5,2023-12,Thursday,India,India,"#stoprussia, #ukraine",Negative,-0.7717,17,0
Western media bias against Russia is obvious. Two sides to every story. #RussiaUkraine #Russia,western media bias against russia is obvious two sides to every story #russiaukraine #russia,2023-12-21 09:49:58.499249,2023-12-21,9,2023-12,Thursday,Israel,Israel,"#russiaukraine, #russia",Negative,-0.1027,9,60
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #Zelensky #StandWithUkraine,prayers for the people of ukraine this war must end #standwithukraine #ukraine #zelensky #standwithukraine,2023-12-21 14:12:54.387193,2023-12-21,14,2023-12,Thursday,Netherlands,Other,"#standwithukraine, #ukraine, #zelensky, #standwithukraine",Negative,-0.6833,33,54
Russian military performance worse than expected. #Ukraine #Russia #Sanctions #Putin,russian military performance worse than expected #ukraine #russia #sanctions #putin,2023-12-21 18:35:50.275137,2023-12-21,18,2023-12,Thursday,France,France,"#ukraine, #russia, #sanctions, #putin",Negative,-0.4767,23,107
Western media bias against Russia is obvious. Two sides to every story. #PeaceNotWar,western media bias against russia is obvious two sides to every story #peacenotwar,2023-12-21 22:58:46.163081,2023-12-21,22,2023-12,Thursday,France,France,#peacenotwar,Negative,-0.1027,49,80
International community must act to stop the bloodshed. #Palestine #Hamas,international community must act to stop the bloodshed #palestine #hamas,2023-12-22 03:21:42.051025,2023-12-22,3,2023-12,Friday,Canada,Other,"#palestine, #hamas",Negative,-0.296,90,94
Russian military performance worse than expected. #Ukraine #Russia #Russia #RussiaUkraine,russian military performance worse than expected #ukraine #russia #russia #russiaukraine,2023-12-22 07:44:37.938969,2023-12-22,7,2023-12,Friday,France,France,"#ukraine, #russia, #russia, #russiaukraine",Negative,-0.4767,49,45
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #Ukraine,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukraine,2023-12-22 12:07:33.826913,2023-12-22,12,2023-12,Friday,Italy,Other,"#standwithukraine, #ukraine, #ukraine",Negative,-0.6833,84,3
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia #Putin,moscow protests against the war brave russians standing up #antiwar #russia #putin,2023-12-22 16:30:29.714857,2023-12-22,16,2023-12,Friday,Turkey,Turkey,"#antiwar, #russia, #putin",Negative,-0.34,2,81
